Numéro_incident,Date_appel,Heure_appel,Type_appel,Quartier,Commune,Type_incident,Indicateur_santé_mentale,Nombre_unités_déployées,Temps_réponse (minutes),Heure_arrivée,Clôture_appel,Jour,Conclusion_appel,Rapport_rédigé
255279449,2025-07-07,01:53:19,Appel 112, Nyékonakpoè,Golfe 4,Tapage nocturne,Oui,2,221,05:34:19,06:33:19,lundi,Transfert hôpital,Oui
252984080,2025-06-14,04:08:15,117, Adamavo,Golfe 6,Accident moto,Oui,4,354,10:02:15,10:55:15,samedi,Arrestation,Non
255929410,2025-06-25,20:53:52,APP117,  Atsanvé,Agoe-Nyivé 1,Accident moto,Non,2,16,21:09:52,21:41:52,mercredi,Aucun suivi,Non
258148898,2025-07-15,20:47:12,117, Agbalépedogan,Golfe 5,Vol,Non,4,593,06:40:12,07:16:12,mardi,Arrestation,Non
252843314,2025-05-11,05:47:41,Appel 117, Danliko.,Agoe-Nyivé 2,Vol,Oui,3,86,07:13:41,08:13:41,dimanche,Arrestation,Oui
256964198,2025-05-14,20:13:57,Appel 112, Bè-Kpota,Golfe 1,Vol,Non,1,455,03:48:57,04:45:57,mercredi,Transmis au CB,Non
257808235,2025-05-05,14:47:30,Appel 117, Hanoukopé-Est ,Golfe 3,Bagarre,Oui,2,191,17:58:30,18:41:30,lundi,Transfert hôpital,Non
258461721,2025-05-20,01:44:21,Initiative agent, Baguida.,Golfe 6,Dispute familiale,Non,2,172,04:36:21,05:24:21,mardi,Aucun suivi,Oui
259179306,2025-05-30,08:29:26,APP117, Béniglato,Golfe 4,Accident moto,Oui,2,228,12:17:26,12:30:26,vendredi,Aucun suivi,Non
259333995,2025-06-27,10:40:26,appel 117, Tokoin Casablanca,Golfe 5,Bagarre,Non,2,162,13:22:26,13:33:26,vendredi,Aucun suivi,Oui
251991289,2025-07-21,18:48:40,appel 117,Alinka,Agoe-Nyivé 4,Accident moto,Non,3,38,19:26:40,20:00:40,lundi,Aucun suivi,Oui
253743932,2025-05-28,12:50:31,Initiative agent,Bè-Attiégou,Golfe 1,Bagarre,Oui,4,172,15:42:31,16:38:31,mercredi,Transfert hôpital,Non
258145842,2025-05-16,01:45:23,appel117, Kpogan,Golfe 6,Accident moto,Non,2,564,11:09:23,11:29:23,vendredi,Transmis au CB,Non
252671962,2025-07-16,16:57:32,APP117, Bè-Ahligo,Golfe 1,Tapage nocturne,Non,4,156,19:33:32,20:27:32,mercredi,Aucun suivi,Non
254107439,2025-05-04,05:36:31,APP117,Haoussa-Zongo,Agoe-Nyivé 4,Dispute familiale,Non,4,275,10:11:31,10:49:31,dimanche,Transfert hôpital,Non
256716999,2025-06-17,09:25:58,Initiative agent, Sogbossito,Agoe-Nyivé 1,Tapage nocturne,Oui,1,53,10:18:58,10:59:58,mardi,Arrestation,Oui
257998771,2025-07-13,05:36:09,Initiative agent,Atiégouvi,Golfe 2,Dispute familiale,Oui,4,519,14:15:09,14:53:09,dimanche,Transfert hôpital,Oui
253878470,2025-07-19,06:19:46,appel 117, Kégué,Golfe 2,Accident moto,Non,2,80,07:39:46,08:25:46,samedi,Transmis au CB,Non
252007428,2025-06-12,11:31:26,Initiative agent, Bè-Anfamé,Golfe 1,Violence conjugale,Non,2,31,12:02:26,12:56:26,jeudi,Arrestation,Oui
252226606,2025-06-08,23:07:44,appel117, Nanégbé,Agoe-Nyivé 5,Bagarre,Oui,3,221,02:48:44,03:05:44,dimanche,Arrestation,Oui
259377078,2025-07-28,11:33:26,appel 117, Sanguéra,Agoe-Nyivé 5,Accident moto,Non,2,596,21:29:26,22:08:26,lundi,Aucun suivi,Non
251167827,2025-07-01,13:11:09,appel117, Bè-Anfamé,Golfe 1,Accident moto,Oui,1,296,18:07:09,18:34:09,mardi,Transmis au CB,Non
259636291,2025-07-25,00:49:21,117, Adamavo,Golfe 6,Accident moto,Non,2,48,01:37:21,02:15:21,vendredi,Arrestation,Oui
256513942,2025-05-15,14:53:17,APP117, Tokoin Tamé,Golfe 2,Bagarre,Oui,3,455,22:28:17,23:25:17,jeudi,Arrestation,Non
259071702,2025-07-26,17:24:41,Initiative agent,Adétikope,Agoe-Nyivé 6,Accident moto,Oui,4,556,02:40:41,03:11:41,samedi,Arrestation,Non
252207595,2025-06-27,01:15:32,Initiative agent, Madjikpeto,Agoe-Nyivé 2,Bagarre,Oui,2,57,02:12:32,02:26:32,vendredi,Transmis au CB,Non
257248301,2025-06-01,18:43:56,APP117,  Atsanvé,Agoe-Nyivé 1,Vol,Non,4,558,04:01:56,04:32:56,dimanche,Transmis au CB,Oui
252779484,2025-06-10,14:52:11,appel 117,Gbadago,Golfe 4,Dispute familiale,Non,1,90,16:22:11,17:14:11,mardi,Transfert hôpital,Non
259502539,2025-06-22,11:47:50,Appel 112, Klémé,Agoe-Nyivé 5,Violence conjugale,Oui,1,405,18:32:50,19:08:50,dimanche,Transmis au CB,Oui
251783355,2025-05-10,13:43:43,appel117, Kpotave,Agoe-Nyivé 6,Tapage nocturne,Non,3,571,23:14:43,23:32:43,samedi,Transmis au CB,Oui
255216289,2025-06-15,04:56:27,appel117, Baguida.,Golfe 6,Bagarre,Non,3,15,05:11:27,05:37:27,dimanche,Transfert hôpital,Non
259266600,2025-07-14,10:10:35,Appel 117,Kotokoli-Zongo,Agoe-Nyivé 4,Vol,Oui,4,229,13:59:35,14:43:35,lundi,Transmis au CB,Non
257066043,2025-06-11,02:16:29,appel 117, Klobatème,Golfe 1,Bagarre,Oui,2,355,08:11:29,08:34:29,mercredi,Arrestation,Oui
256026667,2025-05-17,13:28:51,Initiative agent,Kotokoli-Zongo,Agoe-Nyivé 4,Vol,Oui,4,364,19:32:51,20:29:51,samedi,Transfert hôpital,Oui
256572562,2025-06-02,08:52:05,APP117,Tokoin-Gbonvié ,Golfe 3,Violence conjugale,Non,3,483,16:55:05,17:35:05,lundi,Arrestation,Oui
255214204,2025-06-09,07:58:04,Appel 112, Nyékonakpoè,Golfe 4,Dispute familiale,Oui,2,180,10:58:04,11:12:04,lundi,Transmis au CB,Oui
254258255,2025-07-29,21:10:51,appel 117, Nyékonakpoè,Golfe 4,Vol,Non,2,544,06:14:51,07:11:51,mardi,Aucun suivi,Non
258295346,2025-05-24,19:34:06,Appel 117,Wonyome,Golfe 7,Violence conjugale,Oui,2,587,05:21:06,05:59:06,samedi,Transmis au CB,Non
257521586,2025-06-27,03:45:00,Appel 117, Tokoin Casablanca,Golfe 5,Violence conjugale,Non,1,76,05:01:00,05:53:00,vendredi,Transfert hôpital,Oui
252933306,2025-07-08,23:28:58,117, Kodjoviakopé,Golfe 4,Dispute familiale,Oui,1,549,08:37:58,09:21:58,mardi,Aucun suivi,Oui
258698389,2025-07-09,05:26:29,117, Tokoin Tamé,Golfe 2,Vol,Non,4,243,09:29:29,09:45:29,mercredi,Transfert hôpital,Oui
258445351,2025-06-28,22:06:22,appel117, Danliko.,Agoe-Nyivé 2,Bagarre,Non,4,459,05:45:22,06:29:22,samedi,Arrestation,Non
259885482,2025-07-21,01:38:49,117, Elavagno,Agoe-Nyivé 3,Violence conjugale,Non,4,597,11:35:49,12:32:49,lundi,Arrestation,Non
253869095,2025-07-11,05:38:16,APP117,Kotokoli-Zongo,Agoe-Nyivé 4,Accident moto,Oui,4,435,12:53:16,13:40:16,vendredi,Arrestation,Non
257583325,2025-07-13,17:33:41,APP117,Gbadago,Golfe 4,Tapage nocturne,Oui,2,421,00:34:41,00:53:41,dimanche,Transfert hôpital,Non
251173395,2025-07-19,13:50:59,Appel 117, Avépozo,Golfe 6,Dispute familiale,Non,4,421,20:51:59,21:41:59,samedi,Transmis au CB,Oui
256544103,2025-06-12,12:57:52,Appel 117, Soviépé,Golfe 5,Vol,Oui,4,353,18:50:52,19:24:52,jeudi,Transfert hôpital,Oui
255633505,2025-07-28,09:08:30,Appel 117,Tokoin-Gbonvié ,Golfe 3,Bagarre,Oui,1,589,18:57:30,19:45:30,lundi,Aucun suivi,Non
251438844,2025-05-14,11:09:36,appel 117, Baguida.,Golfe 6,Tapage nocturne,Oui,3,148,13:37:36,14:00:36,mercredi,Arrestation,Oui
255303826,2025-05-24,21:05:46,117, Kodjoviakopé,Golfe 4,Violence conjugale,Non,2,214,00:39:46,01:15:46,samedi,Transfert hôpital,Oui
257524917,2025-07-14,20:01:48,Appel 112, Avépozo,Golfe 6,Violence conjugale,Non,3,489,04:10:48,04:26:48,lundi,Aucun suivi,Oui
254806618,2025-05-19,20:59:07,117,Tokoin Lycée  ,Golfe 3,Accident moto,Non,3,421,04:00:07,04:08:07,lundi,Arrestation,Oui
258198661,2025-07-25,22:36:24,Appel 112,Legbassito,Agoe-Nyivé 2,Violence conjugale,Non,4,161,01:17:24,02:10:24,vendredi,Arrestation,Non
252661339,2025-06-20,04:51:29,appel 117,Togo 2000,Golfe 2,Accident moto,Oui,1,378,11:09:29,11:38:29,vendredi,Transmis au CB,Oui
254603314,2025-05-06,03:15:36,117, Assivito,Golfe 4,Vol,Non,4,559,12:34:36,12:46:36,mardi,Aucun suivi,Non
252816047,2025-07-15,08:26:35,appel117,Bè-Attiégou,Golfe 1,Dispute familiale,Oui,1,328,13:54:35,14:13:35,mardi,Transmis au CB,Oui
256669748,2025-07-10,03:01:19,Initiative agent, Lankouvi ,Golfe 7,Violence conjugale,Non,3,202,06:23:19,07:00:19,jeudi,Aucun suivi,Oui
259837438,2025-06-19,19:22:03,Appel 117, Danliko.,Agoe-Nyivé 2,Bagarre,Non,4,201,22:43:03,23:01:03,jeudi,Transmis au CB,Oui
258481911,2025-06-02,16:16:58,117, Assivito,Golfe 4,Accident moto,Oui,1,262,20:38:58,20:58:58,lundi,Arrestation,Non
258084518,2025-05-31,03:21:09,appel117,Atiégouvi,Golfe 2,Accident moto,Non,3,580,13:01:09,13:49:09,samedi,Arrestation,Oui
253752484,2025-07-21,23:03:38,appel 117, Dzove,Agoe-Nyivé 6,Vol,Oui,3,272,03:35:38,04:01:38,lundi,Aucun suivi,Oui
251062522,2025-05-06,12:10:49,appel117, Amadahomé,Golfe 5,Bagarre,Oui,4,388,18:38:49,18:47:49,mardi,Transfert hôpital,Oui
256622787,2025-05-20,15:28:54,Initiative agent, Soviépé,Golfe 5,Violence conjugale,Non,1,388,21:56:54,22:36:54,mardi,Arrestation,Oui
258816091,2025-06-14,16:28:26,Initiative agent, Démakpoè,Agoe-Nyivé 1,Vol,Oui,4,121,18:29:26,18:37:26,samedi,Arrestation,Non
257751130,2025-05-17,06:51:32,Appel 117, Nyékonakpoè,Golfe 4,Tapage nocturne,Oui,2,371,13:02:32,13:14:32,samedi,Aucun suivi,Non
251326017,2025-05-08,15:08:52,117,Bè-Ablogamé,Golfe 1,Accident moto,Non,2,243,19:11:52,20:11:52,jeudi,Arrestation,Oui
255984489,2025-05-20,03:30:39,Appel 112,Haoussa-Zongo,Agoe-Nyivé 4,Violence conjugale,Oui,2,123,05:33:39,05:52:39,mardi,Arrestation,Oui
258554691,2025-07-11,12:03:23,Appel 117, Klobatème,Golfe 1,Dispute familiale,Oui,2,259,16:22:23,16:38:23,vendredi,Transfert hôpital,Non
259797121,2025-07-22,23:45:36,117, Béniglato,Golfe 4,Vol,Oui,4,299,04:44:36,05:23:36,mardi,Arrestation,Oui
259653377,2025-06-22,05:46:19,Initiative agent, Athieme,Agoe-Nyivé 2,Vol,Oui,1,5,05:51:19,06:26:19,dimanche,Arrestation,Non
253477577,2025-06-09,01:18:27,Appel 112,Kotokoli-Zongo,Agoe-Nyivé 4,Violence conjugale,Oui,1,240,05:18:27,05:29:27,lundi,Arrestation,Non
254214197,2025-07-01,17:39:34,APP117, Kpogan,Golfe 6,Vol,Non,3,74,18:53:34,19:17:34,mardi,Arrestation,Oui
254199115,2025-06-22,22:46:34,117, Adidoadin,Golfe 5,Dispute familiale,Oui,1,29,23:15:34,00:15:34,dimanche,Transfert hôpital,Oui
256767970,2025-07-29,07:24:39,appel117, Zossimé,Agoe-Nyivé 5,Violence conjugale,Non,2,590,17:14:39,17:55:39,mardi,Aucun suivi,Oui
251862140,2025-07-05,05:54:56,Appel 117, Fiovi,Agoe-Nyivé 1,Dispute familiale,Non,1,288,10:42:56,11:20:56,samedi,Transfert hôpital,Non
252293109,2025-07-11,12:26:36,Initiative agent,Gbadago,Golfe 4,Vol,Oui,3,527,21:13:36,21:23:36,vendredi,Aucun suivi,Non
253495353,2025-05-29,01:59:14,APP117, Nyékonakpoè,Golfe 4,Accident moto,Non,4,408,08:47:14,09:00:14,jeudi,Aucun suivi,Non
256867475,2025-07-13,05:26:55,Appel 112, Adamavo,Golfe 6,Vol,Non,2,483,13:29:55,14:28:55,dimanche,Arrestation,Oui
258563253,2025-07-04,07:29:29,Appel 112, Agbalépedogan,Golfe 5,Vol,Non,3,179,10:28:29,11:06:29,vendredi,Arrestation,Oui
255246069,2025-06-15,12:23:28,APP117,Klévé,Agoe-Nyivé 3,Dispute familiale,Non,3,136,14:39:28,15:34:28,dimanche,Transmis au CB,Non
254696045,2025-05-23,01:54:32,APP117,Dégomé,Agoe-Nyivé 4,Vol,Non,1,154,04:28:32,05:00:32,vendredi,Transmis au CB,Oui
252236995,2025-05-16,08:22:52,Appel 117,Tokoin Lycée  ,Golfe 3,Vol,Non,1,589,18:11:52,18:51:52,vendredi,Arrestation,Non
256747614,2025-07-13,15:28:39,APP117, Hanoukopé,Golfe 4,Tapage nocturne,Oui,2,526,00:14:39,00:42:39,dimanche,Arrestation,Non
254694060,2025-07-10,03:22:46,APP117, Bè-Anfamé,Golfe 1,Accident moto,Oui,3,105,05:07:46,05:41:46,jeudi,Arrestation,Oui
258306868,2025-06-15,20:05:12,Initiative agent, Kpogan,Golfe 6,Accident moto,Oui,3,428,03:13:12,03:43:12,dimanche,Transmis au CB,Oui
253927973,2025-07-21,03:13:58,appel 117, Gblinkomegan,Golfe 7,Violence conjugale,Non,4,272,07:45:58,07:54:58,lundi,Transfert hôpital,Non
259467896,2025-05-28,17:14:31,117, Sanguéra,Agoe-Nyivé 5,Tapage nocturne,Non,4,426,00:20:31,00:25:31,mercredi,Transmis au CB,Oui
253795016,2025-05-18,14:45:50,Appel 112,Alinka,Agoe-Nyivé 4,Tapage nocturne,Non,1,449,22:14:50,23:04:50,dimanche,Arrestation,Non
251326994,2025-07-31,00:30:25,Appel 117, Nyékonakpoè,Golfe 4,Violence conjugale,Oui,4,587,10:17:25,10:44:25,jeudi,Transfert hôpital,Oui
257633429,2025-05-02,16:44:52,APP117, Kélégougan ,Golfe 1,Dispute familiale,Oui,4,478,00:42:52,01:00:52,vendredi,Aucun suivi,Oui
251936461,2025-06-04,03:34:55,APP117, Lomenyokope,Agoe-Nyivé 6,Tapage nocturne,Oui,4,576,13:10:55,13:43:55,mercredi,Aucun suivi,Non
258537430,2025-06-30,18:16:57,appel 117,Bè-Ablogamé,Golfe 1,Tapage nocturne,Non,4,112,20:08:57,20:15:57,lundi,Aucun suivi,Non
256833403,2025-05-17,14:43:01,appel 117, Dzove,Agoe-Nyivé 6,Bagarre,Non,2,439,22:02:01,22:07:01,samedi,Transmis au CB,Oui
254531166,2025-06-30,19:31:59,Initiative agent, Tokoin Casablanca,Golfe 5,Tapage nocturne,Oui,3,302,00:33:59,01:14:59,lundi,Transmis au CB,Non
253898578,2025-05-14,17:14:23,Initiative agent,Adétikope,Agoe-Nyivé 6,Dispute familiale,Oui,3,218,20:52:23,21:09:23,mercredi,Aucun suivi,Non
251831259,2025-06-07,12:14:06,Appel 117, Zopomahé,Agoe-Nyivé 5,Vol,Non,4,568,21:42:06,22:16:06,samedi,Transmis au CB,Non
259264845,2025-05-25,10:25:31,117,Djidjolé,Golfe 5,Dispute familiale,Oui,3,301,15:26:31,15:36:31,dimanche,Transfert hôpital,Non
257827719,2025-05-08,11:18:30,117, Hanoukopé,Golfe 4,Tapage nocturne,Non,1,361,17:19:30,18:18:30,jeudi,Transmis au CB,Oui
257795994,2025-06-15,05:03:14,appel117, Kélégougan ,Golfe 1,Accident moto,Non,3,126,07:09:14,07:16:14,dimanche,Transfert hôpital,Oui
252141001,2025-05-03,11:12:24,appel117,Bè-Ablogamé,Golfe 1,Bagarre,Oui,4,425,18:17:24,18:38:24,samedi,Aucun suivi,Non
259196272,2025-06-28,11:06:09,Appel 112, Lom-nava,Golfe 4,Dispute familiale,Oui,1,69,12:15:09,12:47:09,samedi,Aucun suivi,Oui
254465554,2025-07-26,07:54:06,Appel 112,Bè-Attiégou,Golfe 1,Bagarre,Non,1,567,17:21:06,17:32:06,samedi,Aucun suivi,Oui
252742158,2025-07-11,09:02:47,Initiative agent, Soviépé,Golfe 5,Tapage nocturne,Oui,2,39,09:41:47,10:37:47,vendredi,Transmis au CB,Oui
252745226,2025-07-04,21:48:37,appel117, Démakpoè,Agoe-Nyivé 1,Vol,Non,3,508,06:16:37,06:44:37,vendredi,Transmis au CB,Oui
256948259,2025-05-26,02:15:48,Appel 112,Adétikope,Agoe-Nyivé 6,Dispute familiale,Non,2,433,09:28:48,09:57:48,lundi,Aucun suivi,Non
258064884,2025-06-10,18:16:11,Appel 117,Alinka,Agoe-Nyivé 4,Bagarre,Oui,2,264,22:40:11,23:28:11,mardi,Transfert hôpital,Oui
253627744,2025-06-17,16:25:38,APP117, Logogomé,Agoe-Nyivé 3,Bagarre,Oui,1,559,01:44:38,02:24:38,mardi,Transmis au CB,Oui
251809236,2025-05-14,02:22:05,APP117, Kohé,Agoe-Nyivé 5,Vol,Non,3,244,06:26:05,06:55:05,mercredi,Transfert hôpital,Oui
257414170,2025-07-29,06:32:08,Initiative agent,Togblékopé,Agoe-Nyivé 4,Violence conjugale,Oui,3,120,08:32:08,09:31:08,mardi,Arrestation,Oui
252244708,2025-05-22,23:52:28,appel 117,Adétikope,Agoe-Nyivé 6,Accident moto,Non,1,498,08:10:28,08:28:28,jeudi,Aucun suivi,Oui
254129658,2025-06-18,15:40:45,117, Bè-Ahligo,Golfe 1,Dispute familiale,Non,3,566,01:06:45,01:21:45,mercredi,Arrestation,Non
253539433,2025-06-28,20:46:54,117, Adamavo,Golfe 6,Bagarre,Non,1,299,01:45:54,02:05:54,samedi,Transfert hôpital,Non
256857039,2025-07-06,19:49:38,117, Lankouvi ,Golfe 7,Bagarre,Oui,3,166,22:35:38,23:04:38,dimanche,Arrestation,Oui
253645307,2025-05-14,18:44:49,Initiative agent, Madjikpeto,Agoe-Nyivé 2,Accident moto,Oui,3,24,19:08:49,19:14:49,mercredi,Transmis au CB,Non
252674492,2025-06-07,15:53:30,appel 117, Hanoukopé,Golfe 4,Accident moto,Oui,2,510,00:23:30,01:21:30,samedi,Aucun suivi,Oui
256262855,2025-07-16,09:06:28,Initiative agent, Elavagno,Agoe-Nyivé 3,Vol,Oui,4,446,16:32:28,16:48:28,mercredi,Arrestation,Oui
253022389,2025-07-12,08:08:03,appel 117,Dégomé,Agoe-Nyivé 4,Violence conjugale,Non,3,439,15:27:03,15:33:03,samedi,Aucun suivi,Non
252088959,2025-06-23,01:10:03,Appel 117,Wuiti,Golfe 2,Accident moto,Oui,2,400,07:50:03,08:11:03,lundi,Transfert hôpital,Oui
257008187,2025-07-21,10:15:27,Appel 112,Kotokoli-Zongo,Agoe-Nyivé 4,Vol,Oui,2,303,15:18:27,16:12:27,lundi,Transfert hôpital,Non
257116159,2025-05-26,23:03:35,Appel 112, Kladzeme,Agoe-Nyivé 6,Tapage nocturne,Oui,2,211,02:34:35,02:41:35,lundi,Aucun suivi,Non
254064422,2025-05-02,20:51:04,APP117, Bè-Kpota,Golfe 1,Dispute familiale,Non,1,406,03:37:04,03:57:04,vendredi,Transmis au CB,Non
253719732,2025-06-18,09:20:43,Appel 117, Hanoukopé,Golfe 4,Tapage nocturne,Non,3,387,15:47:43,16:14:43,mercredi,Arrestation,Non
251041649,2025-07-11,12:29:37,Initiative agent,Atiégouvi,Golfe 2,Vol,Oui,1,96,14:05:37,15:03:37,vendredi,Transmis au CB,Non
259732680,2025-07-22,06:14:25,Appel 117,Bè-Ablogamé,Golfe 1,Vol,Oui,1,145,08:39:25,08:45:25,mardi,Arrestation,Non
253881969,2025-07-18,21:22:30,APP117, Soviépé,Golfe 5,Vol,Non,3,51,22:13:30,22:32:30,vendredi,Transmis au CB,Non
251683000,2025-06-17,21:36:01,appel 117, Kpotave,Agoe-Nyivé 6,Accident moto,Oui,1,206,01:02:01,01:51:01,mardi,Transmis au CB,Non
253262670,2025-07-04,04:38:53,117, Zopomahé,Agoe-Nyivé 5,Dispute familiale,Non,3,69,05:47:53,05:59:53,vendredi,Transmis au CB,Oui
254743024,2025-06-03,00:10:37,appel 117,Tokoin-Gbonvié ,Golfe 3,Accident moto,Oui,2,18,00:28:37,01:27:37,mardi,Transfert hôpital,Non
257911013,2025-05-12,11:25:09,appel117,Djidjolé,Golfe 5,Vol,Non,3,269,15:54:09,16:05:09,lundi,Transmis au CB,Oui
252685050,2025-06-18,04:09:24,APP117, Fiovi,Agoe-Nyivé 1,Bagarre,Non,1,567,13:36:24,13:57:24,mercredi,Transmis au CB,Oui
259739441,2025-05-08,14:05:18,APP117, Adougba,Agoe-Nyivé 1,Tapage nocturne,Oui,4,473,21:58:18,22:39:18,jeudi,Transmis au CB,Non
258677204,2025-05-05,09:06:36,APP117, Assivito,Golfe 4,Vol,Non,4,238,13:04:36,13:37:36,lundi,Transmis au CB,Oui
254342175,2025-05-24,09:31:08,117, Sanguéra,Agoe-Nyivé 5,Accident moto,Oui,3,369,15:40:08,16:28:08,samedi,Transmis au CB,Non
256651274,2025-06-01,05:54:36,117,Hossoukopé,Agoe-Nyivé 3,Violence conjugale,Non,2,231,09:45:36,10:23:36,dimanche,Aucun suivi,Oui
257709954,2025-07-02,18:14:17,117, Kohé,Agoe-Nyivé 5,Violence conjugale,Oui,3,15,18:29:17,18:52:17,mercredi,Arrestation,Oui
255433565,2025-05-10,12:17:03,Initiative agent, Dzove,Agoe-Nyivé 6,Dispute familiale,Non,3,316,17:33:03,18:24:03,samedi,Aucun suivi,Non
252723865,2025-06-01,04:02:11,appel 117, Hanoukopé-Est ,Golfe 3,Vol,Non,3,468,11:50:11,12:08:11,dimanche,Transfert hôpital,Non
254087519,2025-06-13,07:45:25,appel117,Tokoin Lycée  ,Golfe 3,Violence conjugale,Oui,2,490,15:55:25,16:52:25,vendredi,Arrestation,Oui
253494262,2025-07-18,11:06:14,appel 117, Hanoukopé,Golfe 4,Tapage nocturne,Non,3,104,12:50:14,12:57:14,vendredi,Transmis au CB,Non
257615550,2025-05-09,23:05:29,APP117, Avépozo,Golfe 6,Dispute familiale,Oui,1,178,02:03:29,03:03:29,vendredi,Arrestation,Oui
255156631,2025-05-24,08:04:37,APP117,Gbadago,Golfe 4,Tapage nocturne,Non,1,183,11:07:37,11:29:37,samedi,Transmis au CB,Oui
255587641,2025-05-26,18:44:58,117,Amoutivé,Golfe 4,Bagarre,Non,1,36,19:20:58,19:53:58,lundi,Aucun suivi,Oui
257839047,2025-05-15,18:16:32,appel 117, Kélégouvi ,Golfe 3,Tapage nocturne,Non,2,332,23:48:32,00:30:32,jeudi,Aucun suivi,Non
259324251,2025-07-28,16:14:02,117, Zovadjin,Agoe-Nyivé 2,Tapage nocturne,Non,3,284,20:58:02,21:08:02,lundi,Aucun suivi,Non
254284152,2025-05-25,18:39:27,appel117, Kodjoviakopé,Golfe 4,Violence conjugale,Non,4,104,20:23:27,21:10:27,dimanche,Aucun suivi,Oui
256533496,2025-06-15,18:28:09,117,Bè-Attiégou,Golfe 1,Accident moto,Oui,4,102,20:10:09,21:03:09,dimanche,Transfert hôpital,Oui
252519017,2025-06-28,18:11:26,appel117,Bè-Ablogamé,Golfe 1,Violence conjugale,Non,2,306,23:17:26,23:33:26,samedi,Aucun suivi,Oui
259275933,2025-07-29,17:21:59,Appel 112,Klévé,Agoe-Nyivé 3,Tapage nocturne,Non,1,283,22:04:59,22:20:59,mardi,Transfert hôpital,Non
257916643,2025-07-11,16:11:08,Initiative agent, Adougba,Agoe-Nyivé 1,Vol,Oui,2,311,21:22:08,21:27:08,vendredi,Aucun suivi,Oui
253515352,2025-06-02,10:19:41,appel117,Dégomé,Agoe-Nyivé 4,Bagarre,Oui,3,85,11:44:41,12:42:41,lundi,Transmis au CB,Oui
252256374,2025-07-12,03:39:14,appel 117, Hanoukopé-Est ,Golfe 3,Accident moto,Oui,3,395,10:14:14,11:02:14,samedi,Transmis au CB,Non
253411507,2025-06-01,15:59:38,APP117, Kladzeme,Agoe-Nyivé 6,Violence conjugale,Oui,2,496,00:15:38,00:50:38,dimanche,Transmis au CB,Non
253319757,2025-07-29,04:42:49,Appel 117, Klobatème,Golfe 1,Bagarre,Non,2,186,07:48:49,08:05:49,mardi,Transfert hôpital,Oui
259604843,2025-07-09,15:44:27,Appel 117,Wuiti,Golfe 2,Accident moto,Oui,3,154,18:18:27,19:08:27,mercredi,Transmis au CB,Oui
253625953,2025-07-29,08:30:16,Appel 117, Avépozo,Golfe 6,Bagarre,Non,2,208,11:58:16,12:52:16,mardi,Transfert hôpital,Non
258226070,2025-07-14,04:45:00,appel117,Kotokoli-Zongo,Agoe-Nyivé 4,Bagarre,Oui,1,144,07:09:00,07:37:00,lundi,Transfert hôpital,Oui
253623217,2025-06-20,17:04:17,APP117, Kélégougan ,Golfe 1,Tapage nocturne,Non,4,27,17:31:17,17:53:17,vendredi,Aucun suivi,Oui
256024264,2025-05-03,22:30:21,appel 117,  Segbe ,Golfe 7,Vol,Oui,3,326,03:56:21,04:55:21,samedi,Transfert hôpital,Non
255574117,2025-05-25,03:07:07,appel 117, Kohé,Agoe-Nyivé 5,Tapage nocturne,Oui,4,186,06:13:07,07:06:07,dimanche,Transfert hôpital,Non
252403513,2025-07-30,12:15:27,appel 117,Adétikope,Agoe-Nyivé 6,Violence conjugale,Oui,4,422,19:17:27,20:10:27,mercredi,Transfert hôpital,Non
259698543,2025-05-18,03:12:27,Appel 112, Lom-nava,Golfe 4,Vol,Non,4,326,08:38:27,08:51:27,dimanche,Aucun suivi,Non
253666477,2025-05-22,10:53:22,appel117, Kladzeme,Agoe-Nyivé 6,Dispute familiale,Non,3,442,18:15:22,19:10:22,jeudi,Transmis au CB,Oui
258612035,2025-06-13,21:52:05,APP117, Nyékonakpoè,Golfe 4,Tapage nocturne,Oui,4,85,23:17:05,00:06:05,vendredi,Transmis au CB,Non
251495643,2025-05-09,02:18:54,APP117,Djidjolé,Golfe 5,Bagarre,Non,2,93,03:51:54,04:03:54,vendredi,Aucun suivi,Non
252227655,2025-07-18,06:03:28,Initiative agent, Baguida.,Golfe 6,Tapage nocturne,Oui,1,177,09:00:28,09:20:28,vendredi,Arrestation,Oui
257526538,2025-05-02,23:33:48,Initiative agent,Bè-Attiégou,Golfe 1,Accident moto,Non,3,13,23:46:48,23:56:48,vendredi,Transfert hôpital,Non
252864475,2025-05-28,00:54:43,117, Kpotave,Agoe-Nyivé 6,Vol,Non,4,300,05:54:43,06:46:43,mercredi,Arrestation,Oui
257696485,2025-05-20,06:50:59,appel 117, Yokoè,Golfe 7,Accident moto,Non,3,537,15:47:59,16:38:59,mardi,Arrestation,Non
251691823,2025-05-14,16:13:37,Initiative agent,Bè-Ablogamé,Golfe 1,Dispute familiale,Non,2,224,19:57:37,20:18:37,mercredi,Aucun suivi,Oui
255025159,2025-07-21,02:53:25,Appel 112,Dégomé,Agoe-Nyivé 4,Dispute familiale,Non,2,453,10:26:25,10:52:25,lundi,Aucun suivi,Non
259125279,2025-05-25,04:53:01,appel117, Adidogomé,Golfe 5,Accident moto,Oui,4,128,07:01:01,07:55:01,dimanche,Transfert hôpital,Oui
